indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU)
1535,7/6/2018,Central y Norte,645.02,682.4,30.72,30.32,314.44,287.11
1536,7/6/2018,Pacifico,1099.95,1144.69,14.06,30.78,21.91,16.94
1537,7/6/2018,Zona Sur,541.49,538.13,40.09,46.23,62.52,53.32
1538,7/6/2018,Caribe,446.73,473.75,0.00,0.00,69.16,68.98
1539,7/6/2018,Huetar Norte,30.1,33.69,0.00,0.00,30.46,26.54
1540,7/7/2018,Central y Norte,645.02,723.03,30.72,30.28,314.44,304.22
1541,7/7/2018,Pacifico,1086.95,1163.86,14.06,32.13,21.91,17.93
1542,7/7/2018,Zona Sur,541.49,508.18,40.09,46.57,62.52,43.66
1543,7/7/2018,Caribe,446.73,490.98,0.00,0.00,69.16,67.53
1544,7/7/2018,Huetar Norte,30.1,34.65,0.00,0.00,30.46,26.25
1545,7/8/2018,Central y Norte,641.42,682.1,30.72,30.22,314.44,319.99
1546,7/8/2018,Pacifico,1112.08,1128.11,14.06,32.3,21.91,10.71
1547,7/8/2018,Zona Sur,541.49,461.24,40.09,46.75,62.52,41.91
1548,7/8/2018,Caribe,446.73,610.79,0.00,0.00,69.16,65.88
1549,7/8/2018,Huetar Norte,30.1,32.62,0.00,0.00,30.46,25.21
1550,7/9/2018,Central y Norte,647.51,737.91,30.72,30.6,314.44,329.56
1551,7/9/2018,Pacifico,1112.08,1165.29,14.06,32.48,21.91,13.62
1552,7/9/2018,Zona Sur,541.59,482.73,40.09,46.6,62.52,49.08
1553,7/9/2018,Caribe,446.73,466.35,0.00,0.00,69.16,68.07
1554,7/9/2018,Huetar Norte,30.1,34.01,0.00,0.00,30.46,24.8
1555,7/10/2018,Central y Norte,633.21,736.07,30.72,30.13,314.44,334.11
1556,7/10/2018,Pacifico,1107.14,1175.03,14.06,32.69,21.91,13.87
1557,7/10/2018,Zona Sur,537.37,480.78,40.09,46.53,62.52,62.2
1558,7/10/2018,Caribe,443.4,468.27,0.00,0.00,69.16,58.29
1559,7/10/2018,Huetar Norte,30.1,34.96,0.00,0.00,30.46,23.58
1560,7/11/2018,Central y Norte,633.4,703.39,30.72,30.2,314.44,327.4
1561,7/11/2018,Pacifico,1107.14,1120.81,14.06,32.73,21.91,13.73
1562,7/11/2018,Zona Sur,546.61,459.91,40.09,46.56,62.52,55.9
1563,7/11/2018,Caribe,443.4,467.14,0.00,0.00,69.16,67.67
1564,7/11/2018,Huetar Norte,30.1,33.72,0.00,0.00,30.46,25.71
1565,7/12/2018,Central y Norte,633.4,685.41,30.72,30.17,314.44,318.31
1566,7/12/2018,Pacifico,1107.14,1124.81,14.06,32.76,21.91,19.67
1567,7/12/2018,Zona Sur,547.26,444.49,40.09,46.66,62.52,63.49
1568,7/12/2018,Caribe,443.4,472.7,0.00,0.00,69.16,68.18
1569,7/12/2018,Huetar Norte,30.1,33.44,0.00,0.00,30.46,25.34
1570,7/13/2018,Central y Norte,633.4,636.05,30.72,30.46,314.44,312.03
1571,7/13/2018,Pacifico,1107.14,1094.04,14.06,32.9,21.91,20.04
1572,7/13/2018,Zona Sur,547.26,444.72,40.09,46.78,62.52,63.62
1573,7/13/2018,Caribe,446.35,459.06,0.00,0.00,69.16,65.23
1574,7/13/2018,Huetar Norte,30.1,32.87,0.00,0.00,30.46,27.46
1575,7/14/2018,Central y Norte,633.4,599.04,30.72,30.67,314.44,318.13
1576,7/14/2018,Pacifico,1107.14,1091.29,14.06,32.89,21.91,22.1
1577,7/14/2018,Zona Sur,547.26,441.31,40.09,46.7,62.52,63.91
1578,7/14/2018,Caribe,446.35,462.54,0.00,0.00,69.16,63.32
1579,7/14/2018,Huetar Norte,30.1,33.41,0.00,0.00,30.46,27.39
1580,7/15/2018,Central y Norte,637.99,604.12,30.72,30.39,314.44,320.79
1581,7/15/2018,Pacifico,1103.64,1050.78,14.06,32.85,21.91,18.39
1582,7/15/2018,Zona Sur,536.69,422.42,40.09,46.35,62.52,62.89
1583,7/15/2018,Caribe,445.06,453.67,0.00,0.00,69.16,64.51
1584,7/15/2018,Huetar Norte,30.1,33.33,0.00,0.00,30.46,24.04
1585,7/16/2018,Central y Norte,634.79,653.35,30.72,30.17,314.44,314.85
1586,7/16/2018,Pacifico,1118.83,1083.37,14.06,32.84,21.91,16.56
1587,7/16/2018,Zona Sur,546.4,415.13,40.09,46.69,62.52,67.01
1588,7/16/2018,Caribe,445.06,443.14,0.00,0.00,69.16,65.5
1589,7/16/2018,Huetar Norte,30.1,33.34,0.00,0.00,30.46,24.61
1590,7/17/2018,Central y Norte,634.98,637.03,30.72,30.09,314.44,318.27
1591,7/17/2018,Pacifico,1117.90,1104.81,14.06,32.59,21.91,17.74
1592,7/17/2018,Zona Sur,549.87,419.15,40.09,46.44,62.52,78.94
1593,7/17/2018,Caribe,445.06,437.41,0.00,0.00,69.16,71.55
1594,7/17/2018,Huetar Norte,30.1,34.11,0.00,0.00,30.46,24.09
1595,7/18/2018,Central y Norte,634.98,662.89,30.72,30.35,314.44,321.33
1596,7/18/2018,Pacifico,1128.11,1126.23,14.06,31.53,21.91,16.45
1597,7/18/2018,Zona Sur,549.87,446.88,40.09,46.1,62.52,91.51
1598,7/18/2018,Caribe,445.06,443.31,0.00,0.00,69.16,76.8
1599,7/18/2018,Huetar Norte,30.1,34.82,0.00,0.00,30.46,22.91
1600,7/19/2018,Central y Norte,634.98,651.67,30.72,30.48,314.44,333.96
1601,7/19/2018,Pacifico,1128.11,1140.64,14.06,32.83,21.91,18.57
1602,7/19/2018,Zona Sur,549.87,462.68,40.09,45.12,62.52,93.95
1603,7/19/2018,Caribe,445.06,450.44,0.00,0.00,69.16,77.68
1604,7/19/2018,Huetar Norte,30.1,33.81,0.00,0.00,30.46,22.29
1605,7/20/2018,Central y Norte,637.23,634.42,30.72,30.46,314.44,335.4
1606,7/20/2018,Pacifico,1129.73,1117.72,14.06,32.72,21.91,16.89
1607,7/20/2018,Zona Sur,559.87,472.76,40.09,39.76,62.52,94.34
1608,7/20/2018,Caribe,445.06,457.58,0.00,0.00,69.16,63.61
1609,7/20/2018,Huetar Norte,30.1,34.92,0.00,0.00,30.46,21.31
1610,7/21/2018,Central y Norte,637.23,554.25,30.72,30.52,314.44,336.38
1611,7/21/2018,Pacifico,1120.84,1079.20,14.06,32.91,21.91,15.96
1612,7/21/2018,Zona Sur,564.78,450.87,40.09,41.01,62.52,96.05
1613,7/21/2018,Caribe,445.06,428,0.00,0.00,69.16,56.83
1614,7/21/2018,Huetar Norte,30.1,31.64,0.00,0.00,30.46,21.01
1615,7/22/2018,Central y Norte,650.83,505.3,30.72,30.56,314.44,335.16
1616,7/22/2018,Pacifico,1117.89,974.06,14.06,32.91,21.91,16.24
1617,7/22/2018,Zona Sur,573.78,426.55,40.09,47.62,62.52,86.92
1618,7/22/2018,Caribe,445.06,401.62,0.00,0.00,69.16,58.34
1619,7/22/2018,Huetar Norte,30.1,30.67,0.00,0.00,30.46,23.46
1620,7/23/2018,Central y Norte,650.83,540.27,30.72,27.51,314.44,315.3
1621,7/23/2018,Pacifico,1116.71,1050.15,14.06,32.89,21.91,20.45
1622,7/23/2018,Zona Sur,582.56,450.42,40.09,53.77,62.52,101.16
1623,7/23/2018,Caribe,445.06,435.66,0.00,0.00,69.16,69.04
1624,7/23/2018,Huetar Norte,30.1,30.4,0.00,0.00,30.46,26.4
1625,7/24/2018,Central y Norte,650.83,571.32,30.72,30.54,314.44,334.45
1626,7/24/2018,Pacifico,1088.10,1080.71,14.06,32.74,21.91,24.4
1627,7/24/2018,Zona Sur,572.08,468.73,40.09,56.07,62.52,106.95
1628,7/24/2018,Caribe,445.06,450.98,0.00,0.00,69.16,75.42
1629,7/24/2018,Huetar Norte,30.1,33.6,0.00,0.00,30.46,24.3
1630,7/25/2018,Central y Norte,650.83,549.15,30.72,30.54,314.44,325.77
1631,7/25/2018,Pacifico,1090.53,1036.50,14.06,32.74,21.91,19.67
1632,7/25/2018,Zona Sur,568.08,482.9,40.09,55.2,62.52,111.66
1633,7/25/2018,Caribe,450.92,431.95,0.00,0.00,69.16,73.84
1634,7/25/2018,Huetar Norte,30.1,33.7,0.00,0.00,30.46,24.49
1635,7/26/2018,Central y Norte,658.16,463.16,30.72,30.63,314.44,301.48
1636,7/26/2018,Pacifico,1108.21,976.12,14.06,32.82,21.91,19.54
1637,7/26/2018,Zona Sur,573.65,472.4,40.09,54.96,62.52,108.32
1638,7/26/2018,Caribe,452.09,412.88,0.00,0.00,69.16,74.91
1639,7/26/2018,Huetar Norte,30.1,32.95,0.00,0.00,30.46,23.98
1640,7/27/2018,Central y Norte,658.16,440.49,30.72,30.66,314.44,307.9
1641,7/27/2018,Pacifico,1108.21,1000.83,14.06,32.83,21.91,18.65
1642,7/27/2018,Zona Sur,573.65,479.1,40.09,59,62.52,115.43
1643,7/27/2018,Caribe,452.09,424.56,0.00,0.00,69.16,79.08
1644,7/27/2018,Huetar Norte,30.1,33.58,0.00,0.00,30.46,22.92
1645,7/28/2018,Central y Norte,658.16,452.05,30.72,30.61,314.44,297.18
1646,7/28/2018,Pacifico,1097.91,1036.85,14.06,32.75,21.91,21.15
1647,7/28/2018,Zona Sur,573.65,480.37,40.09,59.67,62.52,114.37
1648,7/28/2018,Caribe,452.09,444.38,0.00,0.00,69.16,78.22
1649,7/28/2018,Huetar Norte,30.1,34.86,0.00,0.00,30.46,23.74
1650,7/29/2018,Central y Norte,658.15,441.93,30.72,30.44,314.44,331.92
1651,7/29/2018,Pacifico,1097.91,1067.84,14.06,32.75,21.91,19.04
1652,7/29/2018,Zona Sur,577.65,462.69,40.09,63.16,62.52,106.24
1653,7/29/2018,Caribe,452.09,431.32,0.00,0.00,69.16,74.56
1654,7/29/2018,Huetar Norte,30.1,32.58,0.00,0.00,30.46,23.31
1655,7/30/2018,Central y Norte,658.15,475.79,30.72,30.6,314.44,349.96
1656,7/30/2018,Pacifico,1095.63,1137.68,14.06,32.64,21.91,23.76
1657,7/30/2018,Zona Sur,586.15,494.6,40.09,63.78,62.52,118.13
1658,7/30/2018,Caribe,452.09,474.02,0.00,0.00,69.16,70.28
1659,7/30/2018,Huetar Norte,30.1,31.07,0.00,0.00,30.46,22.65
1660,7/31/2018,Central y Norte,658.15,529.9,30.72,30.58,314.44,357.01
1661,7/31/2018,Pacifico,1106.43,1120.73,14.06,32.28,21.91,19.68
1662,7/31/2018,Zona Sur,590.15,492.32,40.09,63.87,62.52,98.47
1663,7/31/2018,Caribe,464.09,474.24,0.00,0.00,69.16,52
1664,7/31/2018,Huetar Norte,30.1,31.28,0.00,0.00,30.46,23.82
1665,8/1/2018,Central y Norte,669.65,558.75,30.72,30.8,327.74,352.26
1666,8/1/2018,Pacifico,1094.18,1134.38,25.06,29.99,43.32,17.41
1667,8/1/2018,Zona Sur,609.71,495.37,44.55,50.12,84.41,94.56
1668,8/1/2018,Caribe,443.45,451.18,0.00,0.00,77.99,50.44
1669,8/1/2018,Huetar Norte,30.1,33.12,0.00,0.00,31.81,26.72
1670,8/2/2018,Central y Norte,669.65,598.95,30.72,30.73,327.74,348.15
1671,8/2/2018,Pacifico,1104.18,1166.09,25.06,30,43.32,24.76
1672,8/2/2018,Zona Sur,609.71,494.12,44.55,25.46,84.41,105.75
1673,8/2/2018,Caribe,444.77,444.8,0.00,0.00,77.99,57.08
1674,8/2/2018,Huetar Norte,30.1,32.41,0.00,0.00,31.81,29.24
1675,8/3/2018,Central y Norte,669.65,612.07,30.72,30.59,327.74,343.92
1676,8/3/2018,Pacifico,1107.12,1181.37,25.06,30.02,43.32,23.43
1677,8/3/2018,Zona Sur,609.71,512.28,44.55,25.3,84.41,108.54
1678,8/3/2018,Caribe,444.77,455.76,0.00,0.00,77.99,63.57
1679,8/3/2018,Huetar Norte,30.1,34.13,0.00,0.00,31.81,29.51
1680,8/4/2018,Central y Norte,664.65,637.84,30.72,26.66,327.74,338.35
1681,8/4/2018,Pacifico,1107.12,1178.96,25.06,30.11,43.32,19.44
1682,8/4/2018,Zona Sur,611.32,506.79,44.55,25.28,84.41,101.55
1683,8/4/2018,Caribe,448.09,464.57,0.00,0.00,77.99,80.25
1684,8/4/2018,Huetar Norte,30.1,35.77,0.00,0.00,31.81,26.65
1685,8/5/2018,Central y Norte,667.84,612.98,30.72,30.59,327.74,332.76
1686,8/5/2018,Pacifico,1101.07,1144.45,25.06,30.12,43.32,12.51
1687,8/5/2018,Zona Sur,611.32,477.93,44.55,25.25,84.41,99.07
1688,8/5/2018,Caribe,444.09,451.04,0.00,0.00,77.99,79.19
1689,8/5/2018,Huetar Norte,30.1,33.87,0.00,0.00,31.81,26.24
1690,8/6/2018,Central y Norte,667.84,594.42,30.72,30.62,327.74,330.75
1691,8/6/2018,Pacifico,1106.92,1166.65,25.06,30.12,43.32,16.55
1692,8/6/2018,Zona Sur,611.32,498.24,44.55,26.11,84.41,98.38
1693,8/6/2018,Caribe,445.4,444.86,0.00,0.00,77.99,79.49
1694,8/6/2018,Huetar Norte,30.1,31.16,0.00,0.00,31.81,25.92
1695,8/7/2018,Central y Norte,656.82,625.15,30.72,30.6,327.74,284.99
1696,8/7/2018,Pacifico,1106.92,1214.15,25.06,30.12,43.32,20.41
1697,8/7/2018,Zona Sur,611.32,495.79,44.55,26.13,84.41,105.44
1698,8/7/2018,Caribe,445.4,453.8,0.00,0.00,77.99,76.17
1699,8/7/2018,Huetar Norte,30.1,34.48,0.00,0.00,31.81,24.12
1700,8/8/2018,Central y Norte,655.94,637.84,30.72,30.6,327.74,291.62
1701,8/8/2018,Pacifico,1106.92,1262.60,25.06,30.03,43.32,23.29
1702,8/8/2018,Zona Sur,611.32,469.21,44.55,26.18,84.41,121.15
1703,8/8/2018,Caribe,445.4,453.1,0.00,0.00,77.99,75.83
1704,8/8/2018,Huetar Norte,30.1,35.48,0.00,0.00,31.81,24.44
1705,8/9/2018,Central y Norte,655.94,672.69,30.72,30.46,327.74,271.04
1706,8/9/2018,Pacifico,1117.18,1243.99,25.06,30.06,43.32,19.97
1707,8/9/2018,Zona Sur,611.32,486.37,44.55,25.34,84.41,124.72
1708,8/9/2018,Caribe,445.4,466.52,0.00,0.00,77.99,79.67
1709,8/9/2018,Huetar Norte,30.1,34.88,0.00,0.00,31.81,25.98
1710,8/10/2018,Central y Norte,655.94,717.07,30.72,30.42,327.74,289.19
1711,8/10/2018,Pacifico,1111.98,1231.80,25.06,29.98,43.32,20.88
1712,8/10/2018,Zona Sur,610.87,479.03,44.55,25.01,84.41,134.4
1713,8/10/2018,Caribe,430.87,465.25,0.00,0.00,77.99,83.06
1714,8/10/2018,Huetar Norte,30.1,36.55,0.00,0.00,31.81,25
1715,8/11/2018,Central y Norte,655.94,670,30.72,30.58,327.74,315.08
1716,8/11/2018,Pacifico,1127.98,1183.94,25.06,30.14,43.32,16.12
1717,8/11/2018,Zona Sur,610.87,445.82,44.55,25.25,84.41,118.22
1718,8/11/2018,Caribe,430.87,449.78,0.00,0.00,77.99,81.85
1719,8/11/2018,Huetar Norte,30.1,32.16,0.00,0.00,31.81,23.75
1720,8/12/2018,Central y Norte,656.79,596.89,30.72,29.91,327.74,336.43
1721,8/12/2018,Pacifico,1127.98,1141.18,25.06,30.17,43.32,14.2
1722,8/12/2018,Zona Sur,610.87,369.84,44.55,25.33,84.41,117.5
1723,8/12/2018,Caribe,430.87,427.46,0.00,0.00,77.99,63.78
1724,8/12/2018,Huetar Norte,30.1,30.52,0.00,0.00,31.81,23.77
1725,8/13/2018,Central y Norte,657.67,629.39,30.72,28.44,327.74,309.32
1726,8/13/2018,Pacifico,1127.98,1204.19,25.06,30.04,43.32,20.69
1727,8/13/2018,Zona Sur,610.87,390.39,44.55,25.33,84.41,138.84
1728,8/13/2018,Caribe,430.87,432.54,0.00,0.00,77.99,65
1729,8/13/2018,Huetar Norte,30.1,30.71,0.00,0.00,31.81,24.11
1730,8/14/2018,Central y Norte,660.9,649.18,30.72,29.99,327.74,301.93
1731,8/14/2018,Pacifico,1127.98,1247.33,25.06,30.07,43.32,32.93
1732,8/14/2018,Zona Sur,610.87,422.99,44.55,25.34,84.41,157.34
1733,8/14/2018,Caribe,430.87,441.61,0.00,0.00,77.99,78.76
1734,8/14/2018,Huetar Norte,30.1,31.74,0.00,0.00,31.81,23.37
1735,8/15/2018,Central y Norte,660.9,578.89,30.72,29.63,327.74,336.9
1736,8/15/2018,Pacifico,1136.13,1174.45,25.06,30.19,43.32,16.67
1737,8/15/2018,Zona Sur,597.37,377.84,44.55,25.42,84.41,139.81
1738,8/15/2018,Caribe,423.84,412.94,0.00,0.00,77.99,69.09
1739,8/15/2018,Huetar Norte,30.1,31.5,0.00,0.00,31.81,23.36
1740,8/16/2018,Central y Norte,660.9,594.69,30.72,30.53,327.74,343.23
1741,8/16/2018,Pacifico,1135.88,1167.52,25.06,30.19,43.32,19.76
1742,8/16/2018,Zona Sur,608.87,366.79,44.55,26.29,84.41,152.37
1743,8/16/2018,Caribe,423.84,431.46,0.00,0.00,77.99,69.5
1744,8/16/2018,Huetar Norte,30.1,35.28,0.00,0.00,31.81,20.63
1745,8/17/2018,Central y Norte,660.9,616.72,30.72,28.99,327.74,356.42
1746,8/17/2018,Pacifico,1133.25,1136.54,25.06,30.13,43.32,23.05
1747,8/17/2018,Zona Sur,605.37,378.49,44.55,26.28,84.41,157.05
1748,8/17/2018,Caribe,423.84,457.02,0.00,0.00,77.99,75.28
1749,8/17/2018,Huetar Norte,30.1,35.43,0.00,0.00,31.81,22.95
1750,8/18/2018,Central y Norte,660.89,636.59,30.72,30.24,327.74,314.73
1751,8/18/2018,Pacifico,1147.25,1153.62,25.06,30.09,43.32,20.79
1752,8/18/2018,Zona Sur,605.37,403.04,44.55,26.25,84.41,159.7
1753,8/18/2018,Caribe,423.84,463.7,0.00,0.00,77.99,77.4
1754,8/18/2018,Huetar Norte,30.1,35.11,0.00,0.00,31.81,22.76
1755,8/19/2018,Central y Norte,658.54,574.75,30.72,29.43,327.74,346.64
1756,8/19/2018,Pacifico,1162.48,1114.60,25.06,30.1,43.32,16.82
1757,8/19/2018,Zona Sur,608.83,373.17,44.55,26.33,84.41,158.05
1758,8/19/2018,Caribe,423.84,432.6,0.00,0.00,77.99,79.54
1759,8/19/2018,Huetar Norte,30.1,35,0.00,0.00,31.81,21.13
1760,8/20/2018,Central y Norte,658.54,601.75,30.72,30.43,327.74,351.83
1761,8/20/2018,Pacifico,1159.17,1137.21,25.06,30.01,43.32,22.48
1762,8/20/2018,Zona Sur,608.83,381.15,44.55,26.15,84.41,166.99
1763,8/20/2018,Caribe,413.73,418.84,0.00,0.00,77.99,75.56
1764,8/20/2018,Huetar Norte,30.1,34.06,0.00,0.00,31.81,20.94
1765,8/21/2018,Central y Norte,659.25,639.59,30.72,30.35,327.74,358.83
1766,8/21/2018,Pacifico,1151.31,1103.50,25.06,30.2,43.32,20.61
1767,8/21/2018,Zona Sur,608.83,399,44.55,26.27,84.41,159.18
1768,8/21/2018,Caribe,415.73,442.74,0.00,0.00,77.99,82.45
1769,8/21/2018,Huetar Norte,30.1,34.15,0.00,0.00,31.81,21.18
1770,8/22/2018,Central y Norte,659.25,640.74,30.72,30.47,327.74,350.74
1771,8/22/2018,Pacifico,1163.35,1085.88,25.06,30.06,43.32,20.63
1772,8/22/2018,Zona Sur,600.07,443.34,44.55,26.21,84.41,176.77
1773,8/22/2018,Caribe,415.73,453.1,0.00,0.00,77.99,81.95
1774,8/22/2018,Huetar Norte,30.1,33.8,0.00,0.00,31.81,20.26
1775,8/23/2018,Central y Norte,657.25,589.8,30.72,27.97,327.74,319.46
1776,8/23/2018,Pacifico,1145.98,1086.44,25.06,30.03,43.32,23.07
1777,8/23/2018,Zona Sur,613.62,483.46,44.55,26.19,84.41,180.97
1778,8/23/2018,Caribe,419.4,444.75,0.00,0.00,77.99,85.95
1779,8/23/2018,Huetar Norte,30.1,25.96,0.00,0.00,31.81,21.75
1780,8/24/2018,Central y Norte,654.9,591,30.72,25,327.74,290.02
1781,8/24/2018,Pacifico,1141.85,1118.11,25.06,30.09,43.32,25.67
1782,8/24/2018,Zona Sur,611.57,489.77,44.55,26.16,84.41,184.83
1783,8/24/2018,Caribe,419.4,440.34,0.00,0.00,77.99,86.12
1784,8/24/2018,Huetar Norte,30.1,24.05,0.00,0.00,31.81,27.48
1785,8/25/2018,Central y Norte,654.9,583.58,30.72,26.82,327.74,337.77
1786,8/25/2018,Pacifico,1147.45,1113.81,25.06,30.1,43.32,24.24
1787,8/25/2018,Zona Sur,611.57,493.43,44.55,26.22,84.41,179.97
1788,8/25/2018,Caribe,419.4,400.78,0.00,0.00,77.99,79.81
1789,8/25/2018,Huetar Norte,30.1,24.47,0.00,0.00,31.81,27.28
1790,8/26/2018,Central y Norte,656.9,560.91,30.72,30.03,327.74,334.45
1791,8/26/2018,Pacifico,1150.62,1026.11,25.06,30.08,43.32,31.29
1792,8/26/2018,Zona Sur,611.57,444.07,44.55,26.2,84.41,167.1
1793,8/26/2018,Caribe,424.9,389.36,0.00,0.00,77.99,79.74
1794,8/26/2018,Huetar Norte,30.1,23.87,0.00,0.00,31.81,24.94
1795,8/27/2018,Central y Norte,659.25,591.06,30.72,30.43,327.74,353.1
1796,8/27/2018,Pacifico,1160.80,1137.88,25.06,30.03,43.32,43.58
1797,8/27/2018,Zona Sur,611.57,454.14,44.55,26.09,84.41,172.11
1798,8/27/2018,Caribe,424.9,411.18,0.00,0.00,77.99,79.67
1799,8/27/2018,Huetar Norte,30.1,24.47,0.00,0.00,31.81,26.2
1800,8/28/2018,Central y Norte,659.25,600.52,30.72,30.39,327.74,353.7
1801,8/28/2018,Pacifico,1161.67,1172.05,25.06,30.06,43.32,41.92
1802,8/28/2018,Zona Sur,611.57,470.85,44.55,26.07,84.41,170.49
1803,8/28/2018,Caribe,423.42,419.95,0.00,0.00,77.99,88.95
1804,8/28/2018,Huetar Norte,30.1,25.29,0.00,0.00,31.81,27.02
1805,8/29/2018,Central y Norte,669.47,592.21,30.72,30.45,327.74,346.08
1806,8/29/2018,Pacifico,1161.67,1176.09,25.06,30.09,43.32,34.28
1807,8/29/2018,Zona Sur,611.57,483.9,44.55,26.03,84.41,182.71
1808,8/29/2018,Caribe,423.42,421.45,0.00,0.00,77.99,88.7
1809,8/29/2018,Huetar Norte,30.1,26.14,0.00,0.00,31.81,24.22
1810,8/30/2018,Central y Norte,669.47,588.29,30.72,30.46,327.74,349.76
1811,8/30/2018,Pacifico,1189.67,1176.64,25.06,30.09,43.32,26.77
1812,8/30/2018,Zona Sur,612.02,490.18,44.55,26.1,84.41,185.76
1813,8/30/2018,Caribe,423.42,415.05,0.00,0.00,77.99,86.99
1814,8/30/2018,Huetar Norte,30.1,25.58,0.00,0.00,31.81,23.85
1815,9/1/2018,Central y Norte,668.23,572.74,26.33,30.48,257.18,351.88
1816,9/1/2018,Pacifico,1166.94,1164.28,14.07,30.18,62.03,41.54
1817,9/1/2018,Zona Sur,608.37,465.85,46.83,20.42,95.33,195.55
1818,9/1/2018,Caribe,418.45,412.97,0.00,0.00,79,85.57
1819,9/1/2018,Huetar Norte,30.22,24.28,0.00,0.00,31.18,24.45
1820,9/2/2018,Central y Norte,668.23,515.2,26.33,30.58,257.18,349.66
1821,9/2/2018,Pacifico,1166.94,1089.73,14.07,30.12,62.03,35.87
1822,9/2/2018,Zona Sur,608.37,455.47,46.83,20.47,95.33,182.06
1823,9/2/2018,Caribe,418.45,384.66,0.00,0.00,79,84.35
1824,9/2/2018,Huetar Norte,30.22,23.26,0.00,0.00,31.18,25.88
1825,9/3/2018,Central y Norte,668.23,481.95,26.33,34.43,257.18,356.62
1826,9/3/2018,Pacifico,1166.94,1079.69,14.07,30.12,62.03,45.18
1827,9/3/2018,Zona Sur,608.37,520.26,46.83,20.45,95.33,177.28
1828,9/3/2018,Caribe,418.45,405.33,0.00,0.00,79,83.05
1829,9/3/2018,Huetar Norte,30.22,24.3,0.00,0.00,31.18,24.57
1830,9/4/2018,Central y Norte,668.23,505.89,26.33,34.51,257.18,350.82
1831,9/4/2018,Pacifico,1170.43,1113.02,14.07,29.99,62.03,45.81
1832,9/4/2018,Zona Sur,611.63,550.8,46.83,21.35,95.33,147.79
1833,9/4/2018,Caribe,418.45,422.21,0.00,0.00,79,90.11
1834,9/4/2018,Huetar Norte,30.22,24.53,0.00,0.00,31.18,24.76
1835,9/5/2018,Central y Norte,663.73,520.26,26.33,29.26,257.18,360.04
1836,9/5/2018,Pacifico,1170.43,1136.34,14.07,30.11,62.03,42.54
1837,9/5/2018,Zona Sur,611.63,537.43,46.83,21.36,95.33,134.62
1838,9/5/2018,Caribe,433.26,425.18,0.00,0.00,79,93.14
1839,9/5/2018,Huetar Norte,30.22,23.94,0.00,0.00,31.18,24.32
1840,9/6/2018,Central y Norte,663.73,547.92,26.33,29.45,257.18,352.26
1841,9/6/2018,Pacifico,1170.43,1148.85,14.07,30.06,62.03,29.35
1842,9/6/2018,Zona Sur,607.63,542.91,46.83,21.38,95.33,122.66
1843,9/6/2018,Caribe,433.26,413.39,0.00,0.00,79,91.5
1844,9/6/2018,Huetar Norte,30.22,24.78,0.00,0.00,31.18,23.71
1845,9/7/2018,Central y Norte,667.36,540.58,26.33,29.51,257.18,352.15
1846,9/7/2018,Pacifico,1170.43,1171.72,14.07,30.19,62.03,30.71
1847,9/7/2018,Zona Sur,611.13,546.58,46.83,20.43,95.33,134.13
1848,9/7/2018,Caribe,433.26,414.15,0.00,0.00,79,94.13
1849,9/7/2018,Huetar Norte,30.22,26.68,0.00,0.00,31.18,23.55
1850,9/8/2018,Central y Norte,665.65,524.27,26.33,24.73,257.18,345.7
1851,9/8/2018,Pacifico,1159.43,1167.67,14.07,30.13,62.03,40.94
1852,9/8/2018,Zona Sur,611.13,570.63,46.83,20.44,95.33,156.09
1853,9/8/2018,Caribe,433.26,431.96,0.00,0.00,79,91.2
1854,9/8/2018,Huetar Norte,30.22,28.5,0.00,0.00,31.18,23.35
1855,9/9/2018,Central y Norte,665.65,521.77,26.33,24.35,257.18,341.86
1856,9/9/2018,Pacifico,1150.81,1163.31,14.07,30.17,62.03,60.98
1857,9/9/2018,Zona Sur,608,593.76,46.83,20.42,95.33,158.73
1858,9/9/2018,Caribe,433.26,446.75,0.00,0.00,79,94.09
1859,9/9/2018,Huetar Norte,30.22,28.51,0.00,0.00,31.18,22.79
1860,9/10/2018,Central y Norte,665.65,575.2,26.33,29.04,257.18,328.35
1861,9/10/2018,Pacifico,1150.81,1241.10,14.07,30.13,62.03,74.56
1862,9/10/2018,Zona Sur,608,627.94,46.83,20.39,95.33,143.53
1863,9/10/2018,Caribe,428.15,436.22,0.00,0.00,79,93.37
1864,9/10/2018,Huetar Norte,30.22,26.89,0.00,0.00,31.18,26.41
1865,9/11/2018,Central y Norte,665.65,609.14,26.33,29.74,257.18,328.21
1866,9/11/2018,Pacifico,1154.26,1265.69,14.07,29.98,62.03,76.66
1867,9/11/2018,Zona Sur,608,655.91,46.83,19.86,95.33,119.98
1868,9/11/2018,Caribe,431.25,429.86,0.00,0.00,79,95.96
1869,9/11/2018,Huetar Norte,30.22,25.14,0.00,0.00,31.18,29.3
1870,9/12/2018,Central y Norte,665.65,608.03,26.33,28.67,257.18,320.42
1871,9/12/2018,Pacifico,1154.26,1280.70,14.07,30.1,62.03,51.78
1872,9/12/2018,Zona Sur,608,649.45,46.83,21.29,95.33,109.39
1873,9/12/2018,Caribe,431.25,431.75,0.00,0.00,79,94.98
1874,9/12/2018,Huetar Norte,30.22,26.89,0.00,0.00,31.18,31.01
