,indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU),HDBSCAN_clusters
1141,1141,4/18/2018,Pacifico,1219.34,1293.82,14.07,33.25,24.4,19.16,2
1142,1142,4/18/2018,Zona Sur,636.56,673.97,47.03,47.5,62.88,71.08,3
1143,1143,4/18/2018,Caribe,466.34,534.17,0.0,0.0,39.12,32.63,0
1144,1144,4/18/2018,Huetar Norte,30.25,29.13,0.0,0.0,7.43,6.53,1
1145,1145,4/19/2018,Central y Norte,631.21,633.05,22.5,26.05,154.72,107.26,-1
1146,1146,4/19/2018,Pacifico,1219.34,1303.81,14.07,33.35,24.4,18.98,2
1147,1147,4/19/2018,Zona Sur,636.56,683.15,47.03,47.46,62.88,54.77,3
1148,1148,4/19/2018,Caribe,466.34,543.68,0.0,0.0,39.12,36.08,0
1149,1149,4/19/2018,Huetar Norte,30.25,27.83,0.0,0.0,7.43,6.34,1
1150,1150,4/20/2018,Central y Norte,633.71,598.29,22.5,26.21,154.72,111.32,-1
1151,1151,4/20/2018,Pacifico,1222.12,1259.79,14.07,33.27,24.4,18.47,2
1152,1152,4/20/2018,Zona Sur,636.56,678.58,47.03,47.36,62.88,59.14,3
1153,1153,4/20/2018,Caribe,466.34,534.11,0.0,0.0,39.12,40.68,0
1154,1154,4/20/2018,Huetar Norte,30.25,28.2,0.0,0.0,7.43,6.65,1
1155,1155,4/21/2018,Central y Norte,633.23,639.05,22.5,26.19,154.72,115.34,-1
1156,1156,4/21/2018,Pacifico,1227.92,1305.23,14.07,33.24,24.4,34.1,2
1157,1157,4/21/2018,Zona Sur,636.56,670.58,47.03,47.29,62.88,68.93,3
1158,1158,4/21/2018,Caribe,466.34,525.29,0.0,0.0,39.12,40.98,0
1159,1159,4/21/2018,Huetar Norte,30.25,30.65,0.0,0.0,7.43,7.77,1
1160,1160,4/22/2018,Central y Norte,633.23,599.51,22.5,26.03,154.72,112.12,-1
1161,1161,4/22/2018,Pacifico,1227.92,1279.26,14.07,33.24,24.4,23.37,2
1162,1162,4/22/2018,Zona Sur,636.56,629.1,47.03,48.28,62.88,40.93,3
1163,1163,4/22/2018,Caribe,466.34,517.23,0.0,0.0,39.12,41.91,0
1164,1164,4/22/2018,Huetar Norte,30.25,32.61,0.0,0.0,7.43,7.62,1
1165,1165,4/23/2018,Central y Norte,633.23,648.95,22.5,26.13,154.72,118.87,-1
1166,1166,4/23/2018,Pacifico,1227.92,1284.93,14.07,33.32,24.4,35.18,2
1167,1167,4/23/2018,Zona Sur,636.56,664.01,47.03,47.25,62.88,60.96,3
1168,1168,4/23/2018,Caribe,466.34,546.55,0.0,0.0,39.12,44.27,0
1169,1169,4/23/2018,Huetar Norte,30.25,35.06,0.0,0.0,7.43,7.78,1
1170,1170,4/24/2018,Central y Norte,633.23,665.59,22.5,25.94,154.72,127.75,3
1171,1171,4/24/2018,Pacifico,1227.92,1282.71,14.07,33.37,24.4,37.08,2
1172,1172,4/24/2018,Zona Sur,636.56,675.25,47.03,48.11,62.88,53.69,3
1173,1173,4/24/2018,Caribe,465.25,524.5,0.0,0.0,39.12,48.82,0
1174,1174,4/24/2018,Huetar Norte,30.25,34.75,0.0,0.0,7.43,8.79,1
1175,1175,4/25/2018,Central y Norte,633.23,680.01,22.5,25.86,154.72,138.19,3
1176,1176,4/25/2018,Pacifico,1227.92,1270.5,14.07,33.17,24.4,31.57,2
1177,1177,4/25/2018,Zona Sur,636.56,680.34,47.03,48.13,62.88,49.79,3
1178,1178,4/25/2018,Caribe,465.25,522.58,0.0,0.0,39.12,46.04,0
1179,1179,4/25/2018,Huetar Norte,30.25,32.37,0.0,0.0,7.43,7.3,1
1180,1180,4/26/2018,Central y Norte,633.23,680.66,22.5,25.71,154.72,150.83,3
1181,1181,4/26/2018,Pacifico,1233.32,1263.88,14.07,33.3,24.4,32.71,2
1182,1182,4/26/2018,Zona Sur,636.56,691.85,47.03,48.21,62.88,55.27,3
1183,1183,4/26/2018,Caribe,465.25,516.98,0.0,0.0,39.12,41.33,0
1184,1184,4/26/2018,Huetar Norte,30.25,31.55,0.0,0.0,7.43,7.8,1
1185,1185,4/27/2018,Central y Norte,633.23,697.1,22.5,20.92,154.72,159.6,3
1186,1186,4/27/2018,Pacifico,1233.32,1262.12,14.07,33.26,24.4,36.95,2
1187,1187,4/27/2018,Zona Sur,636.56,706.84,47.03,47.32,62.88,62.78,3
1188,1188,4/27/2018,Caribe,465.25,515.18,0.0,0.0,39.12,41.09,0
1189,1189,4/27/2018,Huetar Norte,30.25,33.26,0.0,0.0,7.43,7.81,1
1190,1190,4/28/2018,Central y Norte,630.56,714.5,22.5,20.86,154.72,163.81,3
1191,1191,4/28/2018,Pacifico,1235.32,1227.49,14.07,33.16,24.4,37.15,2
1192,1192,4/28/2018,Zona Sur,636.56,706.35,47.03,36.24,62.88,67.61,3
1193,1193,4/28/2018,Caribe,465.25,519.88,0.0,0.0,39.12,44.33,0
1194,1194,4/28/2018,Huetar Norte,30.25,35.59,0.0,0.0,7.43,7.24,1
1195,1195,4/29/2018,Central y Norte,633.06,671.69,22.5,20.75,154.72,168.85,3
1196,1196,4/29/2018,Pacifico,1235.32,1160.84,14.07,33.22,24.4,28.79,2
1197,1197,4/29/2018,Zona Sur,636.56,670.12,47.03,25.47,62.88,48.03,3
1198,1198,4/29/2018,Caribe,465.25,505.86,0.0,0.0,39.12,24.52,0
1199,1199,4/29/2018,Huetar Norte,30.25,32.49,0.0,0.0,7.43,7.35,1
1200,1200,4/30/2018,Central y Norte,636.39,624.62,22.5,22.49,154.72,177.88,3
1201,1201,4/30/2018,Pacifico,1235.32,1183.77,14.07,33.17,24.4,20.21,2
1202,1202,4/30/2018,Zona Sur,636.56,672.75,47.03,25.1,62.88,50.68,3
1203,1203,4/30/2018,Caribe,469.05,466.64,0.0,0.0,39.12,42.25,0
1204,1204,4/30/2018,Huetar Norte,30.25,31.99,0.0,0.0,7.43,7.14,1
1205,1205,5/1/2018,Central y Norte,628.57,593.17,24.66,26.01,244.89,189.84,-1
1206,1206,5/1/2018,Pacifico,1217.35,1176.83,14.06,33.14,23.41,14.24,2
1207,1207,5/1/2018,Zona Sur,631.61,619.23,57.26,34.76,52.96,32.36,3
1208,1208,5/1/2018,Caribe,469.21,460.44,0.0,0.0,46.26,38.86,0
1209,1209,5/1/2018,Huetar Norte,30.13,29.9,0.0,0.0,13.75,7.04,1
1210,1210,5/2/2018,Central y Norte,628.57,567.45,24.66,25.63,244.89,205.31,-1
1211,1211,5/2/2018,Pacifico,1216.67,1190.12,14.06,33.14,23.41,29.06,2
1212,1212,5/2/2018,Zona Sur,631.61,630.54,57.26,45.38,52.96,44.65,3
1213,1213,5/2/2018,Caribe,469.21,499.39,0.0,0.0,46.26,41.93,0
1214,1214,5/2/2018,Huetar Norte,30.13,30.23,0.0,0.0,13.75,9.63,1
1215,1215,5/3/2018,Central y Norte,628.57,492.84,24.66,23.24,244.89,212.87,-1
1216,1216,5/3/2018,Pacifico,1217.84,1167.9,14.06,33.12,23.41,45.75,2
1217,1217,5/3/2018,Zona Sur,631.61,617.08,57.26,46.33,52.96,47.39,3
1218,1218,5/3/2018,Caribe,469.21,488.75,0.0,0.0,46.26,43.22,0
1219,1219,5/3/2018,Huetar Norte,30.13,31.77,0.0,0.0,13.75,10.81,1
1220,1220,5/4/2018,Central y Norte,628.57,587.09,24.66,27.23,244.89,187.89,-1
1221,1221,5/4/2018,Pacifico,1217.84,1236.92,14.06,20.11,23.41,50.85,2
1222,1222,5/4/2018,Zona Sur,631.61,600.92,57.26,46.78,52.96,49.79,3
1223,1223,5/4/2018,Caribe,469.21,529.05,0.0,0.0,46.26,57.3,0
1224,1224,5/4/2018,Huetar Norte,30.13,33.57,0.0,0.0,13.75,10.07,1
1225,1225,5/5/2018,Central y Norte,628.94,628.96,24.66,27.15,244.89,178.99,-1
1226,1226,5/5/2018,Pacifico,1217.52,1241.82,14.06,20.09,23.41,56.07,2
1227,1227,5/5/2018,Zona Sur,631.61,665.21,57.26,46.68,52.96,57.91,3
1228,1228,5/5/2018,Caribe,469.21,542.87,0.0,0.0,46.26,59.1,0
1229,1229,5/5/2018,Huetar Norte,30.13,34.38,0.0,0.0,13.75,12.04,1
1230,1230,5/6/2018,Central y Norte,629.44,587.77,24.66,30.12,244.89,172.61,-1
1231,1231,5/6/2018,Pacifico,1221.1,1228.22,14.06,20.06,23.41,33.04,2
1232,1232,5/6/2018,Zona Sur,631.61,627.44,57.26,47.11,52.96,40.55,3
1233,1233,5/6/2018,Caribe,469.21,533.29,0.0,0.0,46.26,42.2,0
1234,1234,5/6/2018,Huetar Norte,30.13,33.58,0.0,0.0,13.75,10.84,1
1235,1235,5/7/2018,Central y Norte,629.44,647.1,24.66,30.29,244.89,168.79,-1
1236,1236,5/7/2018,Pacifico,1221.1,1232.29,14.06,20.05,23.41,48.31,2
1237,1237,5/7/2018,Zona Sur,631.61,638.61,57.26,48.08,52.96,53.81,3
1238,1238,5/7/2018,Caribe,469.21,528.5,0.0,0.0,46.26,56.69,0
1239,1239,5/7/2018,Huetar Norte,30.13,34.05,0.0,0.0,13.75,12.23,1
1240,1240,5/8/2018,Central y Norte,629.44,596.53,24.66,30.12,244.89,176.63,-1
1241,1241,5/8/2018,Pacifico,1221.1,1254.69,14.06,20.07,23.41,50.59,2
1242,1242,5/8/2018,Zona Sur,631.61,634.41,57.26,47.99,52.96,44.14,3
1243,1243,5/8/2018,Caribe,469.21,514.01,0.0,0.0,46.26,66.4,0
1244,1244,5/8/2018,Huetar Norte,30.13,32.72,0.0,0.0,13.75,12.76,1
1245,1245,5/9/2018,Central y Norte,629.28,633.71,24.66,30.09,244.89,169.16,-1
1246,1246,5/9/2018,Pacifico,1223.75,1275.69,14.06,20.07,23.41,51.79,2
1247,1247,5/9/2018,Zona Sur,631.61,622.62,57.26,48.02,52.96,46.71,3
1248,1248,5/9/2018,Caribe,470.3,518.65,0.0,0.0,46.26,61.0,0
1249,1249,5/9/2018,Huetar Norte,30.13,31.38,0.0,0.0,13.75,13.81,1
1250,1250,5/10/2018,Central y Norte,632.08,660.58,24.66,29.71,244.89,156.48,-1
1251,1251,5/10/2018,Pacifico,1223.75,1283.29,14.06,20.06,23.41,59.26,2
1252,1252,5/10/2018,Zona Sur,631.61,644.19,42.7,47.98,52.96,49.54,3
1253,1253,5/10/2018,Caribe,470.3,521.92,0.0,0.0,46.26,64.4,0
1254,1254,5/10/2018,Huetar Norte,30.13,33.69,0.0,0.0,13.75,13.14,1
1255,1255,5/11/2018,Central y Norte,632.92,682.4,24.66,29.83,244.89,158.59,-1
1256,1256,5/11/2018,Pacifico,1217.95,1301.29,14.06,20.08,23.41,23.23,2
1257,1257,5/11/2018,Zona Sur,641.09,640.76,42.7,48.03,52.96,46.66,3
1258,1258,5/11/2018,Caribe,470.3,514.63,0.0,0.0,46.26,57.87,0
1259,1259,5/11/2018,Huetar Norte,30.13,35.33,0.0,0.0,13.75,12.35,1
1260,1260,5/12/2018,Central y Norte,632.92,674.11,24.66,29.9,244.89,179.13,-1
1261,1261,5/12/2018,Pacifico,1217.95,1264.19,14.06,20.06,23.41,27.78,2
1262,1262,5/12/2018,Zona Sur,641.09,620.25,42.7,48.02,52.96,31.37,3
1263,1263,5/12/2018,Caribe,470.3,497.06,0.0,0.0,46.26,44.54,0
1264,1264,5/12/2018,Huetar Norte,30.13,35.4,0.0,0.0,13.75,13.05,1
1265,1265,5/13/2018,Central y Norte,632.92,622.57,24.66,29.65,244.89,184.35,-1
1266,1266,5/13/2018,Pacifico,1217.95,1219.35,14.06,20.0,23.41,30.57,2
1267,1267,5/13/2018,Zona Sur,641.09,601.86,42.7,48.14,52.96,26.44,3
1268,1268,5/13/2018,Caribe,470.3,476.61,0.0,0.0,46.26,40.7,0
1269,1269,5/13/2018,Huetar Norte,30.13,32.91,0.0,0.0,13.75,14.64,1
1270,1270,5/14/2018,Central y Norte,632.92,531.01,24.66,30.07,244.89,192.18,-1
1271,1271,5/14/2018,Pacifico,1217.95,1261.58,14.06,19.98,23.41,34.98,2
1272,1272,5/14/2018,Zona Sur,641.09,610.52,42.7,48.08,52.96,42.41,3
1273,1273,5/14/2018,Caribe,470.3,432.32,0.0,0.0,46.26,39.58,0
1274,1274,5/14/2018,Huetar Norte,30.13,32.97,0.0,0.0,13.75,14.19,1
1275,1275,5/15/2018,Central y Norte,636.36,632.85,24.66,29.93,244.89,185.28,-1
1276,1276,5/15/2018,Pacifico,1211.95,1299.81,14.06,19.98,23.41,40.73,2
1277,1277,5/15/2018,Zona Sur,641.09,647.91,42.7,48.05,52.96,50.81,3
1278,1278,5/15/2018,Caribe,466.59,489.72,0.0,0.0,46.26,44.36,0
1279,1279,5/15/2018,Huetar Norte,30.13,29.47,0.0,0.0,13.75,13.33,1
1280,1280,5/16/2018,Central y Norte,645.24,666.69,28.41,30.23,244.89,180.51,-1
1281,1281,5/16/2018,Pacifico,1223.2,1285.64,14.06,19.95,23.41,35.03,2
1282,1282,5/16/2018,Zona Sur,641.09,654.02,42.7,48.0,52.96,50.89,3
1283,1283,5/16/2018,Caribe,466.59,488.95,0.0,0.0,46.26,51.4,0
1284,1284,5/16/2018,Huetar Norte,30.13,26.78,0.0,0.0,13.75,14.2,1
1285,1285,5/17/2018,Central y Norte,645.24,688.03,28.41,33.51,244.89,189.05,-1
1286,1286,5/17/2018,Pacifico,1223.2,1302.29,14.06,19.94,23.41,35.73,2
1287,1287,5/17/2018,Zona Sur,641.09,664.61,42.7,47.9,52.96,44.96,3
1288,1288,5/17/2018,Caribe,466.59,483.58,0.0,0.0,46.26,48.78,0
1289,1289,5/17/2018,Huetar Norte,30.13,28.17,0.0,0.0,13.75,14.84,1
1290,1290,5/18/2018,Central y Norte,647.45,704.28,28.41,34.83,244.89,197.16,-1
1291,1291,5/18/2018,Pacifico,1223.2,1287.51,14.06,19.9,23.41,27.77,2
1292,1292,5/18/2018,Zona Sur,641.09,647.2,42.7,46.97,52.96,54.22,3
1293,1293,5/18/2018,Caribe,466.59,492.28,0.0,0.0,46.26,52.24,0
1294,1294,5/18/2018,Huetar Norte,30.13,24.64,0.0,0.0,13.75,14.76,1
1295,1295,5/19/2018,Central y Norte,649.43,714.48,28.41,34.79,244.89,169.72,-1
1296,1296,5/19/2018,Pacifico,1223.2,1299.49,14.06,19.89,23.41,48.35,2
1297,1297,5/19/2018,Zona Sur,641.09,633.41,42.7,46.83,52.96,54.56,3
1298,1298,5/19/2018,Caribe,466.59,480.38,0.0,0.0,46.26,55.29,0
1299,1299,5/19/2018,Huetar Norte,30.13,29.24,0.0,0.0,13.75,14.46,1
1300,1300,5/20/2018,Central y Norte,646.95,713.14,28.41,34.74,244.89,178.7,-1
1301,1301,5/20/2018,Pacifico,1223.2,1270.62,14.06,19.82,23.41,38.87,2
1302,1302,5/20/2018,Zona Sur,641.09,557.74,42.7,46.85,52.96,32.71,3
1303,1303,5/20/2018,Caribe,476.59,484.7,0.0,0.0,46.26,45.96,0
1304,1304,5/20/2018,Huetar Norte,30.13,29.42,0.0,0.0,13.75,14.45,1
1305,1305,5/21/2018,Central y Norte,646.95,728.05,28.41,34.87,244.89,190.86,-1
1306,1306,5/21/2018,Pacifico,1220.65,1309.83,14.06,19.76,23.41,30.43,2
1307,1307,5/21/2018,Zona Sur,641.09,628.55,42.7,46.69,52.96,47.01,3
1308,1308,5/21/2018,Caribe,476.59,509.25,0.0,0.0,46.26,53.83,0
1309,1309,5/21/2018,Huetar Norte,30.13,29.94,0.0,0.0,13.75,13.54,1
1310,1310,5/22/2018,Central y Norte,646.95,760.51,28.41,34.54,244.89,206.6,-1
1311,1311,5/22/2018,Pacifico,1223.44,1361.97,14.06,19.85,23.41,25.75,2
1312,1312,5/22/2018,Zona Sur,637.09,660.77,42.7,47.56,52.96,48.55,3
1313,1313,5/22/2018,Caribe,476.59,518.57,0.0,0.0,46.26,50.2,0
1314,1314,5/22/2018,Huetar Norte,30.13,30.24,0.0,0.0,13.75,14.31,1
1315,1315,5/23/2018,Central y Norte,647.32,782.5,28.41,34.52,244.89,220.91,-1
1316,1316,5/23/2018,Pacifico,1223.44,1331.94,14.06,19.95,23.41,34.19,2
1317,1317,5/23/2018,Zona Sur,637.09,667.73,42.7,47.68,52.96,41.13,3
1318,1318,5/23/2018,Caribe,476.59,513.14,0.0,0.0,46.26,55.56,0
1319,1319,5/23/2018,Huetar Norte,30.13,29.26,0.0,0.0,13.75,14.73,1
1320,1320,5/24/2018,Central y Norte,647.32,763.24,28.41,34.71,244.89,220.54,-1
1321,1321,5/24/2018,Pacifico,1223.44,1325.32,14.06,19.98,23.41,24.36,2
1322,1322,5/24/2018,Zona Sur,632.48,653.06,42.7,47.94,52.96,38.16,3
1323,1323,5/24/2018,Caribe,476.59,514.61,0.0,0.0,46.26,66.9,0
1324,1324,5/24/2018,Huetar Norte,30.13,31.49,0.0,0.0,13.75,14.47,1
1325,1325,5/25/2018,Central y Norte,647.32,737.49,28.41,30.02,244.89,222.94,-1
1326,1326,5/25/2018,Pacifico,1206.19,1317.08,14.06,19.98,23.41,20.28,2
1327,1327,5/25/2018,Zona Sur,632.48,631.44,42.7,46.82,52.96,39.48,3
1328,1328,5/25/2018,Caribe,476.59,520.6,0.0,0.0,46.26,74.99,0
1329,1329,5/25/2018,Huetar Norte,30.13,34.45,0.0,0.0,13.75,17.36,1
1330,1330,5/26/2018,Central y Norte,647.32,732.18,28.41,30.68,244.89,228.26,-1
1331,1331,5/26/2018,Pacifico,1211.36,1319.06,14.06,19.94,23.41,33.34,2
1332,1332,5/26/2018,Zona Sur,632.48,640.71,42.7,41.21,52.96,54.11,3
1333,1333,5/26/2018,Caribe,476.59,506.77,0.0,0.0,46.26,74.76,0
1334,1334,5/26/2018,Huetar Norte,30.13,33.91,0.0,0.0,13.75,18.37,1
1335,1335,5/27/2018,Central y Norte,647.32,740.48,28.41,29.88,244.89,221.04,-1
1336,1336,5/27/2018,Pacifico,1211.36,1276.51,14.06,27.09,23.41,27.67,2
1337,1337,5/27/2018,Zona Sur,637.08,621.9,42.7,37.48,52.96,35.39,3
1338,1338,5/27/2018,Caribe,476.59,510.32,0.0,0.0,46.26,78.56,0
1339,1339,5/27/2018,Huetar Norte,30.13,32.44,0.0,0.0,13.75,21.78,1
1340,1340,5/28/2018,Central y Norte,648.94,769.71,28.41,30.43,244.89,211.24,-1
1341,1341,5/28/2018,Pacifico,1211.36,1301.68,14.06,27.08,23.41,24.49,2
1342,1342,5/28/2018,Zona Sur,637.08,631.68,42.7,37.84,52.96,44.06,3
1343,1343,5/28/2018,Caribe,476.59,520.07,0.0,0.0,46.26,73.34,0
1344,1344,5/28/2018,Huetar Norte,30.13,35.85,0.0,0.0,13.75,19.73,1
1345,1345,5/29/2018,Central y Norte,648.94,770.38,28.41,33.79,244.89,204.61,-1
1346,1346,5/29/2018,Pacifico,1211.36,1287.8,14.06,32.61,23.41,16.81,2
1347,1347,5/29/2018,Zona Sur,637.08,592.21,42.7,38.8,52.96,38.0,3
1348,1348,5/29/2018,Caribe,476.59,493.2,0.0,0.0,46.26,65.54,0
1349,1349,5/29/2018,Huetar Norte,30.13,33.52,0.0,0.0,13.75,20.81,1
1350,1350,5/30/2018,Central y Norte,649.8,744.44,28.41,34.63,244.89,215.04,-1
1351,1351,5/30/2018,Pacifico,1211.36,1297.36,14.06,32.92,23.41,17.61,2
1352,1352,5/30/2018,Zona Sur,637.08,607.05,42.7,46.64,52.96,42.75,3
1353,1353,5/30/2018,Caribe,476.59,524.74,0.0,0.0,46.26,69.76,0
1354,1354,5/30/2018,Huetar Norte,30.13,34.44,0.0,0.0,13.75,18.73,1
1355,1355,5/31/2018,Central y Norte,649.8,774.24,28.41,34.51,244.89,235.33,-1
1356,1356,5/31/2018,Pacifico,1211.36,1283.49,14.06,32.83,23.41,28.23,2
1357,1357,5/31/2018,Zona Sur,637.08,623.43,42.7,47.72,52.96,51.94,3
1358,1358,5/31/2018,Caribe,476.59,527.71,0.0,0.0,46.26,58.87,0
1359,1359,5/31/2018,Huetar Norte,30.13,30.54,0.0,0.0,13.75,18.05,1
1360,1360,6/1/2018,Central y Norte,649.77,706.63,30.83,34.51,303.99,249.64,-1
1361,1361,6/1/2018,Pacifico,1156.93,1292.17,25.07,32.84,16.99,25.01,2
1362,1362,6/1/2018,Zona Sur,600.53,603.25,63.17,46.74,38.45,43.49,3
1363,1363,6/1/2018,Caribe,469.15,483.39,0.0,0.0,53.41,58.0,0
1364,1364,6/1/2018,Huetar Norte,30.25,30.23,0.0,0.0,21.71,16.93,1
1365,1365,6/2/2018,Central y Norte,647.41,605.58,30.83,35.46,303.99,267.69,-1
1366,1366,6/2/2018,Pacifico,1156.93,1272.91,25.07,32.82,16.99,18.79,2
1367,1367,6/2/2018,Zona Sur,600.53,599.01,63.17,47.54,38.45,34.02,3
1368,1368,6/2/2018,Caribe,469.15,507.59,0.0,0.0,53.41,63.95,0
1369,1369,6/2/2018,Huetar Norte,30.25,29.52,0.0,0.0,21.71,14.84,1
1370,1370,6/3/2018,Central y Norte,647.41,602.32,30.83,34.58,303.99,294.3,-1
1371,1371,6/3/2018,Pacifico,1156.93,1209.11,25.07,6.88,16.99,10.44,-1
1372,1372,6/3/2018,Zona Sur,600.53,550.42,63.17,47.3,38.45,28.46,3
1373,1373,6/3/2018,Caribe,469.15,487.41,0.0,0.0,53.41,68.46,0
1374,1374,6/3/2018,Huetar Norte,30.25,29.99,0.0,0.0,21.71,16.78,1
1375,1375,6/4/2018,Central y Norte,651.38,678.1,30.83,34.44,303.99,305.08,-1
1376,1376,6/4/2018,Pacifico,1156.67,1244.3,25.07,32.43,16.99,18.1,2
1377,1377,6/4/2018,Zona Sur,600.53,556.96,63.17,47.29,38.45,40.36,3
1378,1378,6/4/2018,Caribe,469.15,525.96,0.0,0.0,53.41,64.55,0
1379,1379,6/4/2018,Huetar Norte,30.25,32.5,0.0,0.0,21.71,15.13,1
1380,1380,6/5/2018,Central y Norte,651.38,689.01,30.83,34.43,303.99,307.86,-1
1381,1381,6/5/2018,Pacifico,1156.67,1270.9,25.07,31.93,16.99,13.37,2
1382,1382,6/5/2018,Zona Sur,600.53,552.27,63.17,48.24,38.45,38.63,3
1383,1383,6/5/2018,Caribe,469.15,524.25,0.0,0.0,53.41,69.79,0
1384,1384,6/5/2018,Huetar Norte,30.25,32.7,0.0,0.0,21.71,15.72,1
1385,1385,6/6/2018,Central y Norte,651.38,630.3,30.83,34.43,303.99,316.05,-1
1386,1386,6/6/2018,Pacifico,1166.67,1258.31,25.07,31.86,16.99,17.97,2
1387,1387,6/6/2018,Zona Sur,604.53,527.48,63.17,47.44,38.45,35.51,3
1388,1388,6/6/2018,Caribe,469.15,511.67,0.0,0.0,53.41,71.48,0
1389,1389,6/6/2018,Huetar Norte,30.25,32.19,0.0,0.0,21.71,16.49,1
1390,1390,6/7/2018,Central y Norte,663.59,662.52,30.83,34.58,303.99,259.48,-1
1391,1391,6/7/2018,Pacifico,1162.17,1248.36,25.07,31.85,16.99,16.88,2
1392,1392,6/7/2018,Zona Sur,604.53,501.49,63.17,48.17,38.45,29.5,3
1393,1393,6/7/2018,Caribe,469.15,501.19,0.0,0.0,53.41,76.04,0
1394,1394,6/7/2018,Huetar Norte,30.25,31.07,0.0,0.0,21.71,18.21,1
1395,1395,6/8/2018,Central y Norte,663.59,661.81,30.83,31.77,303.99,306.63,-1
1396,1396,6/8/2018,Pacifico,1162.17,1124.73,25.07,6.82,16.99,9.97,-1
1397,1397,6/8/2018,Zona Sur,604.53,484.09,63.17,42.5,38.45,23.51,3
1398,1398,6/8/2018,Caribe,469.15,477.02,0.0,0.0,53.41,67.67,0
1399,1399,6/8/2018,Huetar Norte,30.25,31.94,0.0,0.0,21.71,16.52,1
1400,1400,6/9/2018,Central y Norte,663.59,573.06,30.83,29.5,303.99,300.49,-1
1401,1401,6/9/2018,Pacifico,1165.4,967.0,25.07,31.88,16.99,12.09,2
1402,1402,6/9/2018,Zona Sur,604.53,448.11,63.17,47.73,38.45,31.75,3
1403,1403,6/9/2018,Caribe,472.92,446.31,0.0,0.0,53.41,65.61,0
1404,1404,6/9/2018,Huetar Norte,30.25,31.01,0.0,0.0,21.71,15.9,1
1405,1405,6/10/2018,Central y Norte,671.9,530.41,30.83,30.2,303.99,305.43,-1
1406,1406,6/10/2018,Pacifico,1165.4,1031.1,25.07,32.91,16.99,8.56,2
1407,1407,6/10/2018,Zona Sur,604.53,403.7,63.17,48.13,38.45,39.58,3
1408,1408,6/10/2018,Caribe,472.92,420.78,0.0,0.0,53.41,64.56,0
1409,1409,6/10/2018,Huetar Norte,30.25,31.6,0.0,0.0,21.71,14.53,1
1410,1410,6/11/2018,Central y Norte,667.8,607.2,30.83,33.74,303.99,320.49,-1
1411,1411,6/11/2018,Pacifico,1165.4,1154.16,25.07,32.93,16.99,12.17,2
1412,1412,6/11/2018,Zona Sur,604.53,417.34,63.17,48.32,38.45,51.39,3
1413,1413,6/11/2018,Caribe,472.92,451.72,0.0,0.0,53.41,65.75,0
1414,1414,6/11/2018,Huetar Norte,30.25,30.15,0.0,0.0,21.71,15.94,1
1415,1415,6/12/2018,Central y Norte,667.8,651.67,30.83,33.47,303.99,397.38,-1
1416,1416,6/12/2018,Pacifico,1159.95,1137.67,25.07,32.92,16.99,13.19,2
1417,1417,6/12/2018,Zona Sur,604.53,431.26,63.17,48.32,38.45,51.51,3
1418,1418,6/12/2018,Caribe,469.74,461.16,0.0,0.0,53.41,60.64,0
1419,1419,6/12/2018,Huetar Norte,30.25,30.03,0.0,0.0,21.71,18.4,1
1420,1420,6/13/2018,Central y Norte,667.8,648.18,30.83,24.08,303.99,334.69,-1
1421,1421,6/13/2018,Pacifico,1150.87,1079.67,25.07,32.83,16.99,13.79,2
1422,1422,6/13/2018,Zona Sur,604.53,431.12,63.17,47.37,38.45,53.25,3
1423,1423,6/13/2018,Caribe,469.74,467.83,0.0,0.0,53.41,66.02,0
1424,1424,6/13/2018,Huetar Norte,30.25,27.6,0.0,0.0,21.71,25.28,1
1425,1425,6/14/2018,Central y Norte,667.8,658.22,30.83,24.4,303.99,288.77,-1
1426,1426,6/14/2018,Pacifico,1150.87,1066.93,25.07,32.88,16.99,21.32,2
1427,1427,6/14/2018,Zona Sur,604.53,468.01,63.17,48.35,38.45,67.34,3
1428,1428,6/14/2018,Caribe,469.74,467.11,0.0,0.0,53.41,72.36,0
1429,1429,6/14/2018,Huetar Norte,30.25,28.28,0.0,0.0,21.71,26.4,1
1430,1430,6/15/2018,Central y Norte,667.8,672.15,30.83,24.47,303.99,308.07,-1
1431,1431,6/15/2018,Pacifico,1153.43,1163.52,25.07,32.87,16.99,17.2,2
1432,1432,6/15/2018,Zona Sur,581.6,501.66,63.17,48.34,38.45,58.46,3
1433,1433,6/15/2018,Caribe,469.74,480.35,0.0,0.0,53.41,72.96,0
1434,1434,6/15/2018,Huetar Norte,30.25,28.58,0.0,0.0,21.71,27.87,1
1435,1435,6/16/2018,Central y Norte,667.8,643.51,30.83,33.99,303.99,310.01,-1
1436,1436,6/16/2018,Pacifico,1138.23,1163.32,25.07,32.88,16.99,10.16,2
1437,1437,6/16/2018,Zona Sur,585.2,492.54,63.17,48.37,38.45,50.41,3
1438,1438,6/16/2018,Caribe,469.74,479.14,0.0,0.0,53.41,77.03,0
1439,1439,6/16/2018,Huetar Norte,30.25,27.92,0.0,0.0,21.71,28.76,1
1440,1440,6/17/2018,Central y Norte,667.8,534.96,30.83,34.56,303.99,280.67,-1
